message_id|date|signal_type|ticker|side|entry_low|entry_high|stop_loss|confidence|trade_type|text
4247|2025-12-23T23:01:42+00:00|exit||long||||0.9|unknown|Closed another block at 0.3225 filled Got some ( 20% of my original size) left. Made decent win here enjoy team ✅
4248|2025-12-23T23:27:53+00:00|update|PCLA|long|0.2725|0.2875||0.9|unknown|PCLA  Got to 0.337 team  Suggested entry were 0.2875 to 0.2725 all filled
4252|2025-12-24T11:59:43+00:00|entry|MWG|long|0.435|||0.95|day_trade|MWG  Got some good news yesterday. Volume pre market not the best yet . Price action looks good so far. I placed me an order  0.435 Will see if anything fills in the coming 30 minutes.
4253|2025-12-24T12:31:04+00:00|extend|MWG|long||||0.95|unknown|MWG  Extended the order for another 15 minutes
4254|2025-12-24T13:03:26+00:00|take_profit|DRMA|long||||0.95|unknown|If you have DRMA based on any previous alerts I shared here pay attention to secure profit as it is moving and this stock usually moves up then drop .
4261|2025-12-24T15:01:00+00:00|entry|SOBR|long|2.35|||0.95|day_trade|SOBR placed me an order at  2.35 for day trade valid for 6 minutes.
4262|2025-12-24T15:07:49+00:00|cancel||long||||0.95|unknown|Expired with no fill . Will cancel and watch it for the next 2 to 3 minutes to see where the support
4265|2025-12-24T17:54:42+00:00|update|RADX|long||||0.9|unknown|RADX in a move but I am still holding what left from it.
4266|2025-12-24T19:40:30+00:00|take_profit|PCLA|long||||0.92|unknown|PCLA moved again Wow.. I was about to share another trade idea about it just 30 minutes ago … But yesterday we made some in it .  If you still have any from yesterday please pay attention and secure profit
4267|2025-12-24T19:48:05+00:00|watchlist|AQST|long|5.4|5.7||0.85|swing|A stock to focus on this coming Friday for a possible January price movement. AQST! I will start adding between  5.40 up to 5.70 Possible exit I am aiming for a possible 30% prior to the PDUFA  date ( Jan 31st so far expected not confirmed).
4272|2025-12-26T13:18:01+00:00|entry|DTCK|long|0.385|||0.95|day_trade|DTCK Pre market day trade Placed me an order at 0.385 Valid for 7 minutes .
4273|2025-12-26T13:42:48+00:00|cancel||long||||0.9|unknown|No fill in the time mentioned. I will keep it in the watch for a possible day trade regardless
4274|2025-12-26T15:36:21+00:00|watchlist|RADX|long||||0.9|unknown|RADX I am watching to see if it will break the wall at 6.00 today so far still holding what left from my trade in it.
4276|2025-12-26T16:10:00+00:00|entry||long|6.45|6.7||0.85|swing|I am going to play a risk vs reward  I will add slowly between  6.45 up to 6.70 Will take profit on 70% of my holdings size prior to the data release.
4278|2025-12-26T16:40:38+00:00|entry|IKT|long|1.63|1.74|1.48|0.95|swing|My great team: ONLY HERE IN THIS GROUP: IKT Easy swing if you are interested : Between : 1.63 up to 1.74 SL 1.48 Possible profit : Estimated 15% to 25%  I placed an order with price alert 🔔 to track it valid till the end of today might extended it till Monday pre market ( the major risk is any offering news ) the stock looks super bullish in the 30/60 days .
4281|2025-12-26T19:42:00+00:00|entry|SOPA|long|1.63|||0.85|day_trade|SOPA is trending in the day trade zone Free float around 10 M Market cap 12  It is very risky as no major resistance got broken yet  But I am trying an order at  1.63  Valid for 6 minutes only so far!
4283|2025-12-26T20:00:42+00:00|entry||long|1.85|||0.75|day_trade|New plan 1.85 possible entry  Valid for 5 minutes only so far
4285|2025-12-26T20:52:24+00:00|watchlist|OMER|long|14.75|15.5||0.85|swing|OMER is heading to a bullish close team. I know the price tag is already high . But if you remember I started OMER here when it was around 8 few weeks ago. I got some profit out at 17 Left some I may consider adding some for a possible 15% swing trade from between  14.75 to 15.50 as possible entry  To 18.50 up to 20 as a possible exit in 2 to 4 weeks. I wanted to share here before any other group!
4286|2025-12-26T23:08:59+00:00|watchlist|RPGL|long||||0.9|day_trade|Good evening my great team. I noticed few moves AH but honestly most of them among what you can call ( pump and dump action) RPGL  Moved AH  No actual material news. Volume low. It got to almost 0.55 the highest  Now it is getting sell volume pressure. If May test the thin support line around 0.385 then reverse by 11% to 12% up to 18% as a possible quick trade . Too risky still but I said let me share with you!
4288|2025-12-29T12:01:57+00:00|watchlist|RPGL|long|0.435|0.455||0.85|day_trade|RPGL still a potential day trade pre market. I may try to get some between  0.435 up to 0.455 If it gets there in the coming 15 minutes for a quick 15% to 25% trade
4289|2025-12-29T12:16:01+00:00|update||long|0.455|||0.9|unknown|Filled me at 0.455
4290|2025-12-29T12:29:23+00:00|take_profit||long|0.455|||0.9|day_trade|In the track to achieve the first successful day trade for the day ✅ Entry at 0.455 Sold 65% at 0.4880 Leaving the rest to see where goes ( I already secured my capital) ✅✅🦅
4291|2025-12-29T15:37:37+00:00|exit|RPGL|long||||0.9|unknown|RPGL if you got any from pre market it is moving. Sold the 35% ( left over ) at 0.52 closed ✅
4296|2025-12-29T16:17:07+00:00|watchlist|MREO|long||||0.95|unknown|MREO dropped 91% with data. I usually look at those for any possible dead cat bounces when they reach certain levels. I placed a price alert 🔔 in my brokerage at 0.18 will watch from there
4308|2025-12-30T14:44:20+00:00|entry|AEHL|long|1.89|||0.95|day_trade|Placed a day trade order at 1.89 in AEHL valid for 7 minutes
4314|2025-12-30T22:52:26+00:00|watchlist|IBRX|long||||0.9|unknown|IBRX  Will enter a deep oversold zone if it gets below  1.80 this week! I placed a price alert 🔔 there. It could trigger a good buy zone if it gets there just wanted to share with you here first and only!
4315|2025-12-30T23:52:12+00:00|watchlist|ANGH|long||||0.95|unknown|ANGH I will add this to my pre market watch list tomorrow. It moved AH but the volume is fragile and no clear bull flag but it may change in the pre market. I wanted to keep you posted!
4316|2025-12-31T13:57:45+00:00|watchlist|ANGH|long||3.65||0.85|day_trade|Good morning 🌞. My great team here .  So far ANGH the only stock I watched from last night through the pre market. Some of you traded it already ✅ I may trade it if it can fill me any order below 3.65 before the market opens for intra day trade.
4317|2025-12-31T14:15:56+00:00|watchlist|BMRA|long|2.13|2.21|2.0|0.9|swing|Overall the market in a hold mode. OMER still holding got some profit there but will carry on and hold most likely. IMRX  I am hoping I can exit some of it by Friday to not risk much through the data read out next week! A stock I am also watching today for possible swing : BMRA  Placed a price alert 🔔 at 2.25 Possible entry levels: 2.13 up to 2.21 SL 2 Possible exit : Might get some and hold for anything between 18% up to 30% profit in the coming week or so. I will keep my plan active for the co
4320|2025-12-31T15:11:21+00:00|watchlist|INBS|long||||0.9|day_trade|INBS in the day trade zone : It got a halt up some news and it is a low float. In the other hand the stock got a reputation of not keeping value and drastically decreasing after every run. So if I decide to day trade it it will be mainly a day trade so far!
4321|2025-12-31T15:49:28+00:00|update||long||||0.9|unknown|Filled me one order only the rest left open. Average cost so far around 1.08 .
4322|2025-12-31T15:51:04+00:00|update|INBS|long|7.95|||0.85|unknown|INBS tried one small order at 7.95 so far it is doing fine but most likely will secure profit soon 🔜
4324|2025-12-31T17:19:42+00:00|exit||long||||0.9|day_trade|So far that 7.95 if you see the time mentioned was one of the best level for intra day . I sold at 9.45 in decent profit . No more day trades for me today unless something really interesting shows up. I am focused on the other swing .  I will keep you posted my great team!
4328|2025-12-31T21:38:34+00:00|watchlist|OTLK|long|0.23|||0.85|unknown|OTLK is dropping big AH Might try an order at 0.23 see if it will fill any for any bounce
4329|2025-12-31T21:52:20+00:00|update|OMER|long||||0.9|swing|OMER IMRX still in my holding going through the new year eve ✅!
4334|2026-01-02T15:08:21+00:00|entry|LVRO|long|1.05|||0.95|day_trade|LVRO entered a day trade zone with two bull flags in the last 8 minutes. I placed an order for day trade at  1.05 valid for 5 minutes . If it halts down in the next 2 minutes I will cancel automatically.
4335|2026-01-02T15:12:45+00:00|cancel||long||||0.85|unknown|Halted down as expected so canceled my order. I will replace it with a new one at 0.89 for a quick profit trade if it fills after the halt .
4336|2026-01-02T15:18:31+00:00|stop_loss_update|IMRX|long|||6.3|0.85|swing|IMRX  I will cut half of it if can’t hold above 6.30 and also for safety precautions before the incoming data. I tried to swing it and I didn’t get much of it so I am not interested in risking a lot .
4338|2026-01-02T15:36:30+00:00|take_profit|LVRO|long||||0.9|unknown|Some of you got LVRO based on few personal texts I got. I am so happy for anyone got any of it as I didn’t yet ( full transparency as usual) but if you got any pay attention as it halted up . Always try to secure profits with those moves ✅✅
4339|2026-01-02T16:14:56+00:00|watchlist|LVRO|long||||0.9|unknown|LVRO another halt up!
4341|2026-01-02T16:57:44+00:00|update|AIM|long||||0.9|unknown|AIM so far 7% up from my trade I shared here. Holding still
4346|2026-01-05T04:02:34+00:00|watchlist|ACHV|long|4.1|4.6|3.8|0.85|swing|Good evening my great team here. I hope you all enjoyed your weekend. I am going to pay attention more to ACHV The stock entered a bullish zone for both 30 / 90 days chart. There is a potential good swing in it. The entry between: 4.10 up to 4.60 With a possible 3.80 as SL for 90 days . I am expecting  5.50 up to 6.00 in the short term ( 10 to 14 days ) It has also  a potential bigger move within the next 90 days.
4348|2026-01-05T12:20:22+00:00|watchlist|MOBX|long||||0.95|day_trade|MOBX Some news plus upside in the price pre market activities. I am putting it in my possible day trade list for today.  It needs more volume still to confirm the bullish uptrend.
4349|2026-01-05T13:01:17+00:00|update|IMRX|long||||0.9|swing|IMRX  I am still holding 60% of what I got last week . I am hoping to get some profit today or tomorrow at most will see!
4350|2026-01-05T13:44:18+00:00|watchlist|VRME|long||||0.95|unknown|VRME got merger news. 55% move so far pre market. I am adding this also to my watch list for today. Volume still weak.
4351|2026-01-05T14:06:37+00:00|entry|VRME|long|0.92|||0.95|day_trade|VRME MOBX still in my top day trading list so far. I placed an order at 0.92  for VRME valid for the next 10 minutes
4352|2026-01-05T14:54:04+00:00|entry|TMDE|long|0.86|||0.95|day_trade|VRME Made a successful trade from 0.92 to 1.12 Will watch to see if more trading levels might show. Another one  TMDE I placed a day trade order at  0.86
4353|2026-01-05T14:58:12+00:00|watchlist|TMDE|long||||0.9|unknown|TMDE halted up
4355|2026-01-05T15:10:25+00:00|update|TMDE|long|0.86|||0.9|day_trade|TMDE halted down kept my order at 0.86 to see if any will fill
4356|2026-01-05T15:38:20+00:00|watchlist|NRXP|long|2.16|2.34||0.85|swing|NRXP … Fundamentally looks fine. Price moving averages looks weak.  I am having in it for both swing and swing to long. Possible adding zone : 2.16 to 2.23 2.23 to 2.34 I may update the info but this valid till the end of today so far
4357|2026-01-05T17:33:49+00:00|entry|TMDE|long|1.05|||0.95|day_trade|TMDE Placed a new day trade order at 1.05 valid for 10 minutes
4361|2026-01-05T18:50:27+00:00|take_profit|AIM|long||||0.9|unknown|AIM If you have any from my previous alert ‼️ here . Pay attention if you want to secure any profit !
4365|2026-01-06T12:50:59+00:00|entry|ALMS|long|15.75|||0.95|day_trade|ALMS got new pre market . The price moved to almost 18 plus . I placed me an order at 15.75 for any quick trade pre market. Most likely will update this one around  9:00 AM US ET. Please pay attention to the time associated with any trade idea!
4366|2026-01-06T12:58:45+00:00|update|IMRX|long||||0.85|swing|IMRX  As mentioned yesterday still holding around 60% my average so far is around 6.55 I may end up selling another 20% to risk 20% in any possible data. I am watching to see if it will get any move today. If the data good and it gets sell the news event basically will add some in discount.
4368|2026-01-06T13:03:27+00:00|update|ALMS|long||||0.9|unknown|ALMs filled
4369|2026-01-06T13:04:13+00:00|update||long|15.55|15.7||0.9|unknown|Filled two orders at 15.70 15.55
4370|2026-01-06T13:08:30+00:00|update|ALMS|long|15.05|||0.9|unknown|Averaged one more at 15.05 for that ALMS will see where it goes then .
4371|2026-01-06T13:13:03+00:00|stop_loss_update|ALMS|long|||14.25|0.85|unknown|ALMS looks weak will most likely cut it if no support above 14.25 .
4374|2026-01-06T13:18:56+00:00|update|ALMS|long||||0.85|unknown|Back green in my end ALMS ✅
4375|2026-01-06T13:25:24+00:00|update|ALMS|long||||0.9|unknown|ALMS again back green: So far 4 orders: 15.70 15.55 15.08 14.75 All filled buy Sold one order to cover little of the cost at 15.82
4378|2026-01-06T13:26:35+00:00|exit||long||||0.9|unknown|Sold one more block at 16.30 filled
4381|2026-01-06T13:36:52+00:00|exit|ALMS|long||||0.9|unknown|ALMS  sold third order at  17.15 filled
4385|2026-01-06T13:46:53+00:00|watchlist|ALMS|long||||0.85|unknown|ALMS 18
4387|2026-01-06T13:56:38+00:00|take_profit||long||||0.9|unknown|Sold some more at 18.50 filled  What a great easy money  Left 15% of my holdings size to risk to the opening time .  I captured all my capital and good gain with it ✅
4396|2026-01-06T14:44:37+00:00|exit|ALMS|long||||0.95|unknown|ALMS closed the last 15% around 21.45 didn’t want to risk holding them even it is small . I want to focus on other opportunities ✅!  It may move later and that’s always possible but I go by numbers and already made good money with it
4397|2026-01-06T15:47:29+00:00|entry|AQST|long|5.95|||0.95|swing|Placed an order at 5.95 for AQST Swing trade  Valid till end of today!
4398|2026-01-06T17:14:19+00:00|entry|SKYQ|long|0.52|||0.95|day_trade|Good afternoon 🌞 my great team. I am watching current market activities carefully. SKYQ I spotted a possible day trade there. Placed an order at 0.52 valid for the next 10 minutes
4401|2026-01-07T00:28:48+00:00|watchlist|AMOD|long||||0.95|day_trade|Good evening my fantastic team. AMOD moved AH tonight around 43% not much big but it got some news.  The float around 42 M So it definitely needs good volume to perform a possible day trade tomorrow. I will add it to my pre market watch list.  NCPL  Also news AH and 37% move Will also add this to my pre market watch list.  There is also a super low float stock I am still collecting some info about it will share with you here as soon as I get the needed information!
4402|2026-01-07T09:38:30+00:00|take_profit|IMRX|long||||0.85|unknown|Good early morning my incredible team! Reminder about  IMRX if you have any from last week alert ‼️. As you see 7 is in the bid price . I might secure profit gradually here as I always do! No data yet but it may get released any minute
4404|2026-01-07T13:01:21+00:00|watchlist|IMRX|long||||0.85|unknown|Pay attention to IMRX team!
4405|2026-01-07T13:16:32+00:00|entry|ASBP|long|0.135|||0.95|day_trade|ASBP news plus volume. I May Day trade it. Placed me an order at  0.1350 for the pre market action
4408|2026-01-07T14:43:00+00:00|watchlist|IMRX|long||||0.85|unknown|IMRX 7.50
4414|2026-01-07T17:40:31+00:00|take_profit|IMRX|long||||0.9|unknown|IMRX as I don’t want to be greedy for the data AH. I secured more out at 8.33 Kept only very few Less than 7% of my holdings size to risk. Biotech wildlife taught me to be careful as much as possible!
4418|2026-01-07T21:09:22+00:00|exit|IMRX|long||||0.9|unknown|IMRX closed that 7% left at 7.12  I will watch for now …
4423|2026-01-08T13:30:48+00:00|entry|FLYX|long|4.89|5.18||0.95|day_trade|Placed a day trade pre market order at  FLYX at  4.89 up to 5.18 Valid for  10 minutes  If it drops below 4.50 it is a bearish zone! News  The float around 80 M
4426|2026-01-08T16:00:21+00:00|entry|AQST|long|6.05|||0.95|swing|AQST I placed an order for swing at 6.05 valid till 01:00 PM US ET
4430|2026-01-08T18:12:38+00:00|watchlist|ACRV|long|1.9|||0.9|swing|ACRV I might start a small position around 1.90 for a swing pay attention team!
4431|2026-01-08T18:51:19+00:00|update||long||||0.85|unknown|Got one order at 1.98 holding still
